"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"WHS4_100","PUBLISHED","2000","AMR","GTM","81","81.00000","","","","",""
"WHS4_100","PUBLISHED","2001","AMR","GTM","77","77.00000","","","","",""
"WHS4_100","PUBLISHED","2002","AMR","GTM","82","82.00000","","","","",""
"WHS4_100","PUBLISHED","2003","AMR","GTM","84","84.00000","","","","",""
"WHS4_100","PUBLISHED","2004","AMR","GTM","87","87.00000","","","","",""
"WHS4_100","PUBLISHED","2005","AMR","GTM","87","87.00000","","","","",""
"WHS4_100","PUBLISHED","2006","AMR","GTM","89","89.00000","","","","",""
"WHS4_100","PUBLISHED","2007","AMR","GTM","85","85.00000","","","","",""
"WHS4_100","PUBLISHED","2008","AMR","GTM","95","95.00000","","","","",""
"WHS4_100","PUBLISHED","2009","AMR","GTM","92","92.00000","","","","",""
"WHS4_100","PUBLISHED","2010","AMR","GTM","94","94.00000","","","","",""
"WHS4_100","PUBLISHED","2011","AMR","GTM","88","88.00000","","","","",""
"WHS4_100","PUBLISHED","2012","AMR","GTM","96","96.00000","","","","",""
"WHS4_100","PUBLISHED","2013","AMR","GTM","96","96.00000","","","","",""
"WHS4_100","PUBLISHED","2014","AMR","GTM","74","74.00000","","","","",""
"WHS4_100","PUBLISHED","2015","AMR","GTM","70","70.00000","","","","",""
"WHS4_100","PUBLISHED","2016","AMR","GTM","83","83.00000","","","","",""
"WHS4_100","PUBLISHED","2017","AMR","GTM","91","91.00000","","","","",""
"WHS4_100","PUBLISHED","2018","AMR","GTM","85","85.00000","","","","",""
"WHS4_100","PUBLISHED","2019","AMR","GTM","85","85.00000","","","","",""
"WHS4_100","PUBLISHED","2020","AMR","GTM","83","83.00000","","","","",""
"WHS4_100","PUBLISHED","2021","AMR","GTM","79","79.00000","","","","",""
"WHS4_100","PUBLISHED","2022","AMR","GTM","79","79.00000","","","","",""
