"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"WHS8_110","PUBLISHED","2000","AMR","PER","97","97.00000","","","","",""
"WHS8_110","PUBLISHED","2001","AMR","PER","97","97.00000","","","","",""
"WHS8_110","PUBLISHED","2002","AMR","PER","95","95.00000","","","","",""
"WHS8_110","PUBLISHED","2003","AMR","PER","95","95.00000","","","","",""
"WHS8_110","PUBLISHED","2004","AMR","PER","85","85.00000","","","","",""
"WHS8_110","PUBLISHED","2005","AMR","PER","77","77.00000","","","","",""
"WHS8_110","PUBLISHED","2006","AMR","PER","93","93.00000","","","","",""
"WHS8_110","PUBLISHED","2007","AMR","PER","92","92.00000","","","","",""
"WHS8_110","PUBLISHED","2008","AMR","PER","92","92.00000","","","","",""
"WHS8_110","PUBLISHED","2009","AMR","PER","91","91.00000","","","","",""
"WHS8_110","PUBLISHED","2010","AMR","PER","94","94.00000","","","","",""
"WHS8_110","PUBLISHED","2011","AMR","PER","96","96.00000","","","","",""
"WHS8_110","PUBLISHED","2012","AMR","PER","94","94.00000","","","","",""
"WHS8_110","PUBLISHED","2013","AMR","PER","85","85.00000","","","","",""
"WHS8_110","PUBLISHED","2014","AMR","PER","89","89.00000","","","","",""
"WHS8_110","PUBLISHED","2015","AMR","PER","92","92.00000","","","","",""
"WHS8_110","PUBLISHED","2016","AMR","PER","88","88.00000","","","","",""
"WHS8_110","PUBLISHED","2017","AMR","PER","87","87.00000","","","","",""
"WHS8_110","PUBLISHED","2018","AMR","PER","86","86.00000","","","","",""
"WHS8_110","PUBLISHED","2019","AMR","PER","85","85.00000","","","","",""
"WHS8_110","PUBLISHED","2020","AMR","PER","77","77.00000","","","","",""
"WHS8_110","PUBLISHED","2021","AMR","PER","78","78.00000","","","","",""
"WHS8_110","PUBLISHED","2022","AMR","PER","74","74.00000","","","","",""
